index,person_id,pername1,pername2,sex,dob_day,dob_mon,dob_year,enumcap,enumpc,allInfo
14428,NW817TH013003,ELLIE,BARNES,F,6.0,10,2009.0,13 KINGS ROAD,NW817TH,elliebarnesf6.0102009.013kingsroadnw817th
14449,NW817TJ021002,AMELIE,KING,F,31.0,7,1958.0,21 KINGS ROAD,NW817TJ,ameliekingf31.071958.021kingsroadnw817tj
14474,NW817TL029003,ETHAN,WOOD,M,6.0,9,1998.0,29 KINGS ROAD,NW817TL,ethanwoodm6.091998.029kingsroadnw817tl
14501,NW817TL039005,TILLY,WILKINSON,F,10.0,12,2007.0,39 KINGS ROAD,NW817TL,tillywilkinsonf10.0122007.039kingsroadnw817tl
14503,NW817TL039007,DAVID,WILKINSON,M,20.0,3,2001.0,39 KINGS ROAD,NW817TL,davidwilkinsonm20.032001.039kingsroadnw817tl
14508,NW852NZ002001,JOSEPH,MOORE,M,30.0,3,1979.0,2 BROADWAY,NW852NZ,josephmoorem30.031979.02broadwaynw852nz
14529,NW852NZ015004,COURTNEY,CLARKE,F,19.0,10,1998.0,15 BROADWAY,NW852NZ,courtneyclarkef19.0101998.015broadwaynw852nz
14550,NW886EJ006003,ERIN,GREEN,F,2.0,8,2008.0,6 VICTORIA STREET,NW886EJ,eringreenf2.082008.06victoriastreetnw886ej
14573,NW908RR004001,NATALIE,SIMPSON,F,7.0,12,1960.0,4 SPRINGFIELD ROAD,NW908RR,nataliesimpsonf7.0121960.04springfieldroadnw908rr
14609,NW908RR024002,CHLOE,PALMER,F,3.0,6,1923.0,24 SPRINGFIELD ROAD,NW908RR,chloepalmerf3.061923.024springfieldroadnw908rr
14675,NW908RT056003,DYLAN,COX,M,18.0,2,2006.0,56 SPRINGFIELD ROAD,NW908RT,dylancoxm18.022006.056springfieldroadnw908rt
14700,NW908RT064001,BEN,JONES,M,22.0,5,1932.0,64 SPRINGFIELD ROAD,NW908RT,benjonesm22.051932.064springfieldroadnw908rt
14719,NW908RT070004,MEGAN,PATEL,F,12.0,11,1992.0,70 SPRINGFIELD ROAD,NW908RT,meganpatelf12.0111992.070springfieldroadnw908rt
14725,NW908RU073001,AMBER,SCOTT,F,12.0,12,1959.0,73 SPRINGFIELD ROAD,NW908RU,amberscottf12.0121959.073springfieldroadnw908ru
14729,NW908RU075001,NICOCE,WEBB,F,21.0,1,1967.0,75 SPRINGFIELD ROAD,NW908RU,nicocewebbf21.011967.075springfieldroadnw908ru
14764,NW908RU091001,JOSEPH,PRICE,M,18.0,8,1960.0,91 SPRINGFIELD ROAD,NW908RU,josephpricem18.081960.091springfieldroadnw908ru
14809,NW917FN022002,IMOGEN,MASON,F,17.0,7,1952.0,22 GREEN LANE,NW917FN,imogenmasonf17.071952.022greenlanenw917fn
14829,NW967BY001002,POPPY,SMITH,F,9.0,9,2005.0,1 THE GREEN,NW967BY,poppysmithf9.092005.01thegreennw967by
14871,PO101JL004003,MARK,HARRIS,M,22.0,11,1983.0,4 WEST STREET,PO101JL,markharrism22.0111983.04weststreetpo101jl
14899,PO149UG001002,ASHTON,ROBERTSON,M,2.0,3,1967.0,1 CHAPEL STREET,PO149UG,ashtonrobertsonm2.031967.01chapelstreetpo149ug
14909,PO149UG004003,MEGAN,GIBSON,F,17.0,9,1991.0,4 CHAPEL STREET,PO149UG,megangibsonf17.091991.04chapelstreetpo149ug
14914,PO149UG006003,CMOGEN,PATEC,F,6.0,8,1971.0,6 CHAPEL STREET,PO149UG,cmogenpatecf6.081971.06chapelstreetpo149ug
14915,PO149UG007001,MEGAN,VUSSELL,F,29.0,9,1945.0,7 CHAPEL STREET,PO149UG,meganvussellf29.091945.07chapelstreetpo149ug
14946,PO163JG006005,LUCA,JACKSON,M,12.0,7,1999.0,6 WINDSOR ROAD,PO163JG,lucajacksonm12.071999.06windsorroadpo163jg
14958,PO163JG014003,LUCY,WLLSON,F,12.0,11,2001.0,14 WINDSOR ROAD,PO163JG,lucywllsonf12.0112001.014windsorroadpo163jg
14988,PO163JH030001,HARVEY,HILL,M,30.0,11,1949.0,30 WINDSOR ROAD,PO163JH,harveyhillm30.0111949.030windsorroadpo163jh
15012,PO163JH044001,JASMINE,DAVIS,F,7.0,3,1961.0,44 WINDSOR ROAD,PO163JH,jasminedavisf7.031961.044windsorroadpo163jh
15015,PO163JJ046002,CHARLOTTE,ANDERSON,F,8.0,3,1974.0,46 WINDSOR ROAD,PO163JJ,charlotteandersonf8.031974.046windsorroadpo163jj
15039,PO163JJ054001,ANTHONY,PARKER,M,19.0,2,1980.0,54 WINDSOR ROAD,PO163JJ,anthonyparkerm19.021980.054windsorroadpo163jj
15063,PO200HE006002,EVE,ADAMS,F,25.0,6,,6 ALBERT ROAD,PO200HE,eveadamsf25.066albertroadpo200he
15072,PO200HE008004,TYLER,JOKNSON,M,10.0,8,2004.0,8 ALBERT ROAD,PO200HE,tylerjoknsonm10.082004.08albertroadpo200he
15074,PO200HE008007,LOUIS,JOHNSON,M,8.0,12,1991.0,8 ALBERT ROAD,PO200HE,louisjohnsonm8.0121991.08albertroadpo200he
15076,PO200HE009002,NICOLE,EVANS,F,11.0,12,1984.0,9 ALBERT ROAD,PO200HE,nicoleevansf11.0121984.09albertroadpo200he
15105,PO200HF023003,WILLIAM,THOMAS,M,24.0,10,2005.0,23 ALBERT ROAD,PO200HF,williamthomasm24.0102005.023albertroadpo200hf
15111,PO200HF027001,ARCHIE,CARTER,M,26.0,6,1947.0,27 ALBERT ROAD,PO200HF,archiecarterm26.061947.027albertroadpo200hf
15156,PO200HG058002,COTTIE,THOMAS,F,22.0,8,1944.0,58 ALBERT ROAD,PO200HG,cottiethomasf22.081944.058albertroadpo200hg
15159,PO200HG059004,,ALLEM,F,31.0,7,2010.0,59 ALBERT ROAD,PO200HG,allemf31.072010.059albertroadpo200hg
15169,PO200HG062002,MAISIE,STEWART,F,29.0,12,1975.0,62 ALBERT ROAD,PO200HG,maisiestewartf29.0121975.062albertroadpo200hg
15180,PO200HG065001,ADAM,THUMSUN,M,28.0,12,1953.0,65 ALBERT ROAD,PO200HG,adamthumsunm28.0121953.065albertroadpo200hg
15184,PO200HG067002,ISABELLA,PUWELL,,29.0,1,1968.0,67 ALBERT ROAD,PO200HG,isabellapuwell29.011968.067albertroadpo200hg
15189,PO200HG069002,LLLY,WOOD,F,28.0,9,1954.0,69 ALBERT ROAD,PO200HG,lllywoodf28.091954.069albertroadpo200hg
15222,PO200HH084002,JOSH,COX,M,6.0,6,1955.0,84 ALBERT ROAD,PO200HH,joshcoxm6.061955.084albertroadpo200hh
15284,PO201ZZ003003,LUCY,ROBERTS,F,25.0,3,2008.0,3 BROADWAY,PO201ZZ,lucyrobertsf25.032008.03broadwaypo201zz
15309,PO201ZZ011002,ISLA,TURNER,F,24.0,8,1969.0,11 BROADWAY,PO201ZZ,islaturnerf24.081969.011broadwaypo201zz
15365,PO250WF002001,TOM,BARKER,M,24.0,11,1979.0,2 SPRINGFIELD ROAD,PO250WF,tombarkerm24.0111979.02springfieldroadpo250wf
15495,PO272DD003001,AMBEV,HING,,23.0,1,1989.0,3 THE CRESCENT,PO272DD,ambevhing23.011989.03thecrescentpo272dd
15536,PO329PR005001,HOLLY,ROGERS,F,9.0,4,1948.0,5 SCHOOL LANE,PO329PR,hollyrogersf9.041948.05schoollanepo329pr
15554,PO329PR013001,MAK,ROBERTS,M,30.0,8,1961.0,13 SCHOOL LANE,PO329PR,makrobertsm30.081961.013schoollanepo329pr
15570,PO354DD001007,NAOMI,POWELL,F,5.0,8,1979.0,1 THE GREEN,PO354DD,naomipowellf5.081979.01thegreenpo354dd
15620,PO377YR002001,CAITLIN,LEWIS,F,4.0,10,1952.0,2 VICTORIA ROAD,PO377YR,caitlinlewisf4.0101952.02victoriaroadpo377yr
15636,PO377YR011003,SOPHIE,BARKER,F,29.0,7,1993.0,11 VICTORIA ROAD,PO377YR,sophiebarkerf29.071993.011victoriaroadpo377yr
15641,PO377YR013001,JAYDEN,RUSSELL,M,,11,1955.0,13 VICTORIA ROAD,PO377YR,jaydenrussellm111955.013victoriaroadpo377yr
15646,PO377YR014003,,MILLS,F,22.0,2,2008.0,14 VICTORIA ROAD,PO377YR,millsf22.022008.014victoriaroadpo377yr
15651,PO377YS018001,ADAM,MATTHEWS,M,23.0,10,1984.0,18 VICTORIA ROAD,PO377YS,adammatthewsm23.0101984.018victoriaroadpo377ys
15678,PO377YS029001,JAKE,HARREY,M,3.0,10,1976.0,29 VICTORIA ROAD,PO377YS,jakeharreym3.0101976.029victoriaroadpo377ys
15698,PO377YS033003,BETHANY,BARKER,F,16.0,3,2000.0,33 VICTORIA ROAD,PO377YS,bethanybarkerf16.032000.033victoriaroadpo377ys
15766,PO398RR037001,OWEN,CHAPMAN,M,15.0,3,1964.0,37 HIGHFIELD ROAD,PO398RR,owenchapmanm15.031964.037highfieldroadpo398rr
15830,PO398RS069001,MOHAMMED,SHAW,M,23.0,12,1958.0,69 HIGHFIELD ROAD,PO398RS,mohammedshawm23.0121958.069highfieldroadpo398rs
15851,PO416LE006003,CASEY,SIMPSON,F,9.0,3,2008.0,6 SOUTH STREET,PO416LE,caseysimpsonf9.032008.06southstreetpo416le
15859,PO416LE009006,FINLEY,POWELL,M,13.0,12,,9 SOUTH STREET,PO416LE,finleypowellm13.0129southstreetpo416le
15907,PO465YE007001,CHARLES,SCOTT,M,23.0,6,1968.0,7 GREEN LANE,PO465YE,charlesscottm23.061968.07greenlanepo465ye
15941,PO465YE023001,ADAM,MILLS,M,13.0,12,1944.0,23 GREEN LANE,PO465YE,adammillsm13.0121944.023greenlanepo465ye
15966,PO466DA131001,MGKENZIE,LLOYD,M,14.0,10,,131 ALEXANDRA ROAD,PO466DA,mgkenzielloydm14.010131alexandraroadpo466da
15983,PO466DA139003,CHARLOTTE,LEE,F,19.0,11,2007.0,139 ALEXANDRA ROAD,PO466DA,charlotteleef19.0112007.0139alexandraroadpo466da
16000,PO466DU003002,JESSICA,MURRAY,F,5.0,9,1959.0,3 ALEXANDRA ROAD,PO466DU,jessicamurrayf5.091959.03alexandraroadpo466du
16028,PO466DU010003,AISHA,FOSTER,F,30.0,12,1985.0,10 ALEXANDRA ROAD,PO466DU,aishafosterf30.0121985.010alexandraroadpo466du
16091,PO466DW037002,JASMINE,CLARKE,F,19.0,1,1958.0,37 ALEXANDRA ROAD,PO466DW,jasmineclarkef19.011958.037alexandraroadpo466dw
16183,PO466DY087002,GEORGINA,SCOTT,F,15.0,8,1967.0,87 ALEXANDRA ROAD,PO466DY,georginascottf15.081967.087alexandraroadpo466dy
16287,PO476NA007001,ZACK,WILKINSON,M,3.0,3,1973.0,7 MAIN STREET,PO476NA,zackwilkinsonm3.031973.07mainstreetpo476na
16304,PO476NA013005,DEATRICE,DAKER,F,1.0,10,2005.0,13 MAIN STREET,PO476NA,deatricedakerf1.0102005.013mainstreetpo476na
16336,PO493ZR007001,CHARLIE,LEE,M,14.0,3,1957.0,7 KINGSWAY,PO493ZR,charlieleem14.031957.07kingswaypo493zr
16352,PO493ZR011003,JOSEPH,RUSSELL,M,19.0,2,2007.0,11 KINGSWAY,PO493ZR,josephrussellm19.022007.011kingswaypo493zr
16358,PO493ZR013001,EVAN,DAVIES,M,16.0,1,1911.0,13 KINGSWAY,PO493ZR,evandaviesm16.011911.013kingswaypo493zr
16373,PO514XA002004,CHARLES,COOK,M,24.0,12,2011.0,2 GEORGE STREET,PO514XA,charlescookm24.0122011.02georgestreetpo514xa
16413,PO536XL004001,OLIVER,EDWARDS,M,9.0,8,1989.0,4 YORK ROAD,PO536XL,oliveredwardsm9.081989.04yorkroadpo536xl
16423,PO536XL011001,LUCAS,POWELL,M,6.0,8,1955.0,11 YORK ROAD,PO536XL,lucaspowellm6.081955.011yorkroadpo536xl
16466,PO536XN032002,LAUREN,ROBERTS,F,27.0,11,1976.0,32 YORK ROAD,PO536XN,laurenrobertsf27.0111976.032yorkroadpo536xn
16475,PO536XN035005,FINLEY,COLLINS,M,26.0,5,2011.0,35 YORK ROAD,PO536XN,finleycollinsm26.052011.035yorkroadpo536xn
16486,PO613TJ001001,MAX,WALKER,M,31.0,8,1953.0,1 MANOR ROAD,PO613TJ,maxwalkerm31.081953.01manorroadpo613tj
16487,PO613TJ001002,,WAIKEA,F,10.0,4,1955.0,1 MANOR ROAD,PO613TJ,waikeaf10.041955.01manorroadpo613tj
16502,PO613TJ009001,MCKENZIE,FISHER,M,13.0,9,1971.0,9 MANOR ROAD,PO613TJ,mckenziefisherm13.091971.09manorroadpo613tj
16545,PO613TL030003,ISABELLA,HARRISON,F,3.0,1,2004.0,30 MANOR ROAD,PO613TL,isabellaharrisonf3.012004.030manorroadpo613tl
16587,PO613TN057001,SUPHIE,MURRAY,F,18.0,4,1995.0,57 MANOR ROAD,PO613TN,suphiemurrayf18.041995.057manorroadpo613tn
16748,PO61NQ067002,ALEXANDRA,BAILEY,F,1.0,12,1978.0,67 STATION ROAD,PO61NQ,alexandrabaileyf1.0121978.067stationroadpo61nq
16803,PO61NR096005,ELLA,COOPER,F,18.0,10,1989.0,96 STATION ROAD,PO61NR,ellacooperf18.0101989.096stationroadpo61nr
16809,PO61NR097005,DAVID,BARNES,M,30.0,10,1984.0,97 STATION ROAD,PO61NR,davidbarnesm30.0101984.097stationroadpo61nr
16904,PO711HX016002,AMELIA,PHILLIPS,F,7.0,10,1986.0,16 CHURCH ROAD,PO711HX,ameliaphillipsf7.0101986.016churchroadpo711hx
16930,PO711HX032002,SOFIA,LEWIS,F,16.0,1,1970.0,32 CHURCH ROAD,PO711HX,sofialewisf16.011970.032churchroadpo711hx
16962,PO711HY048001,LIZ,WATSON,F,16.0,3,1925.0,48 CHURCH ROAD,PO711HY,lizwatsonf16.031925.048churchroadpo711hy
16964,PO711HY049001,ANNABEL,OOOK,F,14.0,10,1930.0,49 CHURCH ROAD,PO711HY,annabeloookf14.0101930.049churchroadpo711hy
16990,PO752QG009002,EDWARD,PHILLIPS,M,12.0,3,1917.0,9 PARK LANE,PO752QG,edwardphillipsm12.031917.09parklanepo752qg
17008,PO774UW003001,EDWARD,BARNES,M,26.0,1,1984.0,3 LONDON ROAD,PO774UW,edwardbarnesm26.011984.03londonroadpo774uw
17028,PO774UW014003,FAYE,HILL,F,27.0,3,2000.0,14 LONDON ROAD,PO774UW,fayehillf27.032000.014londonroadpo774uw
17031,PO774UX016001,TLA,FLSHER,F,7.0,12,1965.0,16 LONDON ROAD,PO774UX,tlaflsherf7.0121965.016londonroadpo774ux
17034,PO774UX017003,LUCY,COOPER,F,4.0,7,2005.0,17 LONDON ROAD,PO774UX,lucycooperf4.072005.017londonroadpo774ux
17039,PO774UX019001,RILEY,STEWART,M,19.0,12,1970.0,19 LONDON ROAD,PO774UX,rileystewartm19.0121970.019londonroadpo774ux
17056,PO774UX030001,BLAKE,GRAHAM,M,1.0,6,1943.0,30 LONDON ROAD,PO774UX,blakegrahamm1.061943.030londonroadpo774ux
17084,PO819NB015004,CAITLIN,RUGERS,F,10.0,7,2005.0,15 STANLEY ROAD,PO819NB,caitlinrugersf10.072005.015stanleyroadpo819nb
17094,PO819NB019003,XIERAN,GIBSON,M,24.0,11,2010.0,19 STANLEY ROAD,PO819NB,xierangibsonm24.0112010.019stanleyroadpo819nb
17163,PO827EL011001,GRACE,MARTIN,F,18.0,3,1983.0,11 CLARENCE ROAD,PO827EL,gracemartinf18.031983.011clarenceroadpo827el
17174,PO827EL017001,DARCY,CHAPMAN,F,28.0,2,1945.0,17 CLARENCE ROAD,PO827EL,darcychapmanf28.021945.017clarenceroadpo827el
17191,PO827EN026001,HOLLY,COLLIWS,F,8.0,12,1922.0,26 CLARENCE ROAD,PO827EN,hollycolliwsf8.0121922.026clarenceroadpo827en
17194,PO827EN027002,LOLA,HARRLS,F,4.0,2,1965.0,27 CLARENCE ROAD,PO827EN,lolaharrlsf4.021965.027clarenceroadpo827en
17212,PO827EN034004,HOLLY,WEBB,F,25.0,3,2011.0,34 CLARENCE ROAD,PO827EN,hollywebbf25.032011.034clarenceroadpo827en
17216,PO827EN035004,THOMAS,MARTIN,M,5.0,11,1992.0,35 CLARENCE ROAD,PO827EN,thomasmartinm5.0111992.035clarenceroadpo827en
17259,PO827EP052001,ABBIE,BABNES,F,27.0,10,1939.0,52 CLARENCE ROAD,PO827EP,abbiebabnesf27.0101939.052clarenceroadpo827ep
17286,PO827EQ061004,RYAN,COLLINS,M,4.0,10,1994.0,61 CLARENCE ROAD,PO827EQ,ryancollinsm4.0101994.061clarenceroadpo827eq
17315,PO827EQ077001,OSCAR,KING,M,1.0,3,1985.0,77 CLARENCE ROAD,PO827EQ,oscarkingm1.031985.077clarenceroadpo827eq
17330,PO827ER089001,MACEY,SHAW,F,22.0,8,1952.0,89 CLARENCE ROAD,PO827ER,maceyshawf22.081952.089clarenceroadpo827er
17338,PO827ER090001,IMOGEN,WHITE,F,20.0,3,1913.0,90 CLARENCE ROAD,PO827ER,imogenwhitef20.031913.090clarenceroadpo827er
17355,PO827ER097001,BRADLEY,OWEN,M,8.0,2,1983.0,97 CLARENCE ROAD,PO827ER,bradleyowenm8.021983.097clarenceroadpo827er
17454,PO872DJ030001,JOHN,KELLY,M,11.0,5,1999.0,30 WOODLANDS ROAD,PO872DJ,johnkellym11.051999.030woodlandsroadpo872dj
17455,PO872DJ030002,MARLEY,KELLY,M,19.0,4,1948.0,30 WOODLANDS ROAD,PO872DJ,marleykellym19.041948.030woodlandsroadpo872dj
17482,PO872DJ039001,KOLLIE,GVIFFITKS,F,14.0,4,1988.0,39 WOODLANDS ROAD,PO872DJ,kolliegviffitksf14.041988.039woodlandsroadpo872dj
17505,PO872DL049003,OLIVER,FISHER,M,8.0,12,2011.0,49 WOODLANDS ROAD,PO872DL,oliverfisherm8.0122011.049woodlandsroadpo872dl
17512,PO872DL052005,KATIE,HABBIS,F,22.0,5,2006.0,52 WOODLANDS ROAD,PO872DL,katiehabbisf22.052006.052woodlandsroadpo872dl
17581,PO891LD009001,OSCAR,THOMPSON,M,30.0,2,1974.0,9 QUEEN STREET,PO891LD,oscarthompsonm30.021974.09queenstreetpo891ld
17593,PO891LD017002,AMYA,ROGERS,F,10.0,8,1964.0,17 QUEEN STREET,PO891LD,amyarogersf10.081964.017queenstreetpo891ld
17626,PO94YH011003,ISAAC,COX,M,29.0,3,1982.0,11 PARK AVENUE,PO94YH,isaaccoxm29.031982.011parkavenuepo94yh
17629,PO94YH012002,DANIEL,LLOYD,M,26.0,6,1968.0,12 PARK AVENUE,PO94YH,daniellloydm26.061968.012parkavenuepo94yh
17630,PO94YH013001,LUCAS,HILL,M,29.0,10,1976.0,13 PARK AVENUE,PO94YH,lucashillm29.0101976.013parkavenuepo94yh
17741,RG119RQ012001,JOSHUA,THOMSOW,M,10.0,5,1937.0,12 MANOR ROAD,RG119RQ,joshuathomsowm10.051937.012manorroadrg119rq
17750,RG119RQ015005,JAYDEN,SHAW,M,14.0,7,1995.0,15 MANOR ROAD,RG119RQ,jaydenshawm14.071995.015manorroadrg119rq
17791,RG119RR027005,MARYAM,OWEN,F,18.0,1,2005.0,27 MANOR ROAD,RG119RR,maryamowenf18.012005.027manorroadrg119rr
17794,RG119RR029002,SOPHIE,KNIGHT,F,19.0,1,1958.0,29 MANOR ROAD,RG119RR,sophieknightf19.011958.029manorroadrg119rr
17825,RG130UR007001,LUCY,WRIGHT,F,23.0,10,1977.0,7 ST. JOHNS ROAD,RG130UR,lucywrightf23.0101977.07st.johnsroadrg130ur
17834,RG130UR012003,FAANCESCA,PAICE,F,1.0,9,1994.0,12 ST. JOHNS ROAD,RG130UR,faancescapaicef1.091994.012st.johnsroadrg130ur
17845,RG150RE002001,SOPHIR,PRTEL,F,19.0,12,1911.0,2 MAIN ROAD,RG150RE,sophirprtelf19.0121911.02mainroadrg150re
17869,RG150RE012004,BENJAMIN,EVANS,M,15.0,4,1985.0,12 MAIN ROAD,RG150RE,benjaminevansm15.041985.012mainroadrg150re
17887,RG150RF024001,MATTHEW,PARKER,M,21.0,7,1951.0,24 MAIN ROAD,RG150RF,matthewparkerm21.071951.024mainroadrg150rf
17921,RG150RG043006,HENRY,JOHNSON,M,23.0,2,1975.0,43 MAIN ROAD,RG150RG,henryjohnsonm23.021975.043mainroadrg150rg
17952,RG150RG057001,GEORGE,WALKER,M,6.0,4,1944.0,57 MAIN ROAD,RG150RG,georgewalkerm6.041944.057mainroadrg150rg
18003,RG150RH085001,ALEXANDER,WATSON,M,23.0,12,1974.0,85 MAIN ROAD,RG150RH,alexanderwatsonm23.0121974.085mainroadrg150rh
18005,RG150RH086002,ECEANOR,JENKINSON,F,29.0,7,1986.0,86 MAIN ROAD,RG150RH,eceanorjenkinsonf29.071986.086mainroadrg150rh
18084,RG281LU002003,TYLER,KELLY,M,10.0,12,2010.0,2 WEST STREET,RG281LU,tylerkellym10.0122010.02weststreetrg281lu
18137,RG334PB001001,JOSHUA,HALL,M,22.0,9,1979.0,1 KINGSWAY,RG334PB,joshuahallm22.091979.01kingswayrg334pb
18138,RG334PB001002,OHARLIE,HALL,M,25.0,6,1975.0,1 KINGSWAY,RG334PB,oharliehallm25.061975.01kingswayrg334pb
18141,RG334PB002003,SUMMER,WARD,F,16.0,11,1986.0,2 KINGSWAY,RG334PB,summerwardf16.0111986.02kingswayrg334pb
18164,RG334PB016003,FINLEY,ROGERS,M,30.0,8,2004.0,16 KINGSWAY,RG334PB,finleyrogersm30.082004.016kingswayrg334pb
18200,RG365UW010002,MOHAMMAD,WILSON,M,19.0,8,1951.0,10 PARK LANE,RG365UW,mohammadwilsonm19.081951.010parklanerg365uw
18207,RG365UW015002,LILLY,WALKER,F,24.0,3,1991.0,15 PARK LANE,RG365UW,lillywalkerf24.031991.015parklanerg365uw
18216,RG369QE001001,HENRY,WILLIAHSON,M,13.0,7,1951.0,1 FOREST ROAD,RG369QE,henrywilliahsonm13.071951.01forestroadrg369qe
18235,RG369QE011002,ADAM,COOPER,M,1.0,5,1998.0,11 FOREST ROAD,RG369QE,adamcooperm1.051998.011forestroadrg369qe
18268,RG369QE023005,ZOE,WALKER,F,30.0,8,2002.0,23 FOREST ROAD,RG369QE,zoewalkerf30.082002.023forestroadrg369qe
18291,RG369QF037003,CHARLOTTE,MILLS,F,21.0,12,1977.0,37 FOREST ROAD,RG369QF,charlottemillsf21.0121977.037forestroadrg369qf
18336,RG463FR002002,OLIWIA,COOPER,F,6.0,5,1912.0,2 THE CRESCENT,RG463FR,oliwiacooperf6.051912.02thecrescentrg463fr
18399,RG497ZQ002003,MARTHA,JACKSON,F,21.0,2,2002.0,2 ALEXANDRA ROAD,RG497ZQ,marthajacksonf21.022002.02alexandraroadrg497zq
18576,RG52TD039004,LEXL,RNDERSON,F,2.0,1,2005.0,39 PARK ROAD,RG52TD,lexlrndersonf2.012005.039parkroadrg52td
18616,RG546PY006008,LOIS,ALLEN,F,28.0,9,1984.0,6 NEW ROAD,RG546PY,loisallenf28.091984.06newroadrg546py
18637,RG546PY015001,RHYS,BRKER,M,4.0,10,1934.0,15 NEW ROAD,RG546PY,rhysbrkerm4.0101934.015newroadrg546py
18670,RG546PZ027005,KATIE,WILSON,F,18.0,6,2002.0,27 NEW ROAD,RG546PZ,katiewilsonf18.062002.027newroadrg546pz
18707,RG602JA026001,ISAAC,WEBB,M,9.0,7,1940.0,26 LONDON ROAD,RG602JA,isaacwebbm9.071940.026londonroadrg602ja
18727,RG602JA037001,MOHAMMED,GRAHAM,M,31.0,7,1958.0,37 LONDON ROAD,RG602JA,mohammedgrahamm31.071958.037londonroadrg602ja
18732,RG602JA038003,MOHAMMAD,COOK,M,14.0,8,1994.0,38 LONDON ROAD,RG602JA,mohammadcookm14.081994.038londonroadrg602ja
18748,RG602JA047002,FREYA,EVANS,F,16.0,8,1987.0,47 LONDON ROAD,RG602JA,freyaevansf16.081987.047londonroadrg602ja
18770,RG602JZ008002,RACHEL,ALLEN,F,11.0,6,1972.0,8 LONDON ROAD,RG602JZ,rachelallenf11.061972.08londonroadrg602jz
18783,RG602JZ012001,SAMUEL,MITCHELL,M,12.0,11,1967.0,12 LONDON ROAD,RG602JZ,samuelmitchellm12.0111967.012londonroadrg602jz
18795,RG602JZ018001,JACK,FOSTER,M,18.0,12,1951.0,18 LONDON ROAD,RG602JZ,jackfosterm18.0121951.018londonroadrg602jz
18830,RG636SR018002,FAYE,BARKER,F,8.0,6,1970.0,18 GEORGE STREET,RG636SR,fayebarkerf8.061970.018georgestreetrg636sr
18839,RG656EW002006,TMOMAS,IIOYD,M,20.0,6,1963.0,2 THE GREEN,RG656EW,tmomasiioydm20.061963.02thegreenrg656ew
18852,RG656EW006004,JANES,BAILEY,M,26.0,9,2006.0,6 THE GREEN,RG656EW,janesbaileym26.092006.06thegreenrg656ew
18859,RG656EW011001,HANNAH,CARTER,F,24.0,7,1951.0,11 THE GREEN,RG656EW,hannahcarterf24.071951.011thegreenrg656ew
18892,RG720ZR012001,ELLIS,STEVENSON,M,19.0,10,1969.0,12 MILL LANE,RG720ZR,ellisstevensonm19.0101969.012milllanerg720zr
18921,RG721PL012001,HARVEY,TURNER,M,27.0,10,1960.0,12 HIGHFIELD ROAD,RG721PL,harveyturnerm27.0101960.012highfieldroadrg721pl
18945,RG721PN026001,JAKE,CLARK,M,22.0,3,1966.0,26 HIGHFIELD ROAD,RG721PN,jakeclarkm22.031966.026highfieldroadrg721pn
18946,RG721PN026002,ROSIE,CLARK,F,8.0,8,1968.0,26 HIGHFIELD ROAD,RG721PN,rosieclarkf8.081968.026highfieldroadrg721pn
18994,RG744UW001002,ALLCE,THOMFSOM,F,26.0,1,1962.0,1 NEW STREET,RG744UW,allcethomfsomf26.011962.01newstreetrg744uw
19028,RG744UW014003,DYLAN,RICHARDS,M,21.0,10,1981.0,14 NEW STREET,RG744UW,dylanrichardsm21.0101981.014newstreetrg744uw
19061,RG748QG009001,MILLIE,WEBB,F,8.0,5,1922.0,9 GREEN LANE,RG748QG,milliewebbf8.051922.09greenlanerg748qg
19074,RG748QG015002,ERIN,EVANS,F,11.0,8,1979.0,15 GREEN LANE,RG748QG,erinevansf11.081979.015greenlanerg748qg
19082,RG748QG018003,ARCHIE,PHILLIPS,M,19.0,5,2011.0,18 GREEN LANE,RG748QG,archiephillipsm19.052011.018greenlanerg748qg
19103,RG764YQ008002,LAYLA,MARSHALL,F,3.0,11,1953.0,8 ALBERT ROAD,RG764YQ,laylamarshallf3.0111953.08albertroadrg764yq
19112,RG764YQ012001,NOAH,LLOYD,M,11.0,5,1961.0,12 ALBERT ROAD,RG764YQ,noahlloydm11.051961.012albertroadrg764yq
19133,RG764YR022004,CAMEAON,WHITE,,10.0,1,1976.0,22 ALBERT ROAD,RG764YR,cameaonwhite10.011976.022albertroadrg764yr
19191,RG764YS049002,MRXWELL,GRRY,M,22.0,3,2006.0,49 ALBERT ROAD,RG764YS,mrxwellgrrym22.032006.049albertroadrg764ys
19235,RG764YS068004,CHLOE,WARD,F,15.0,9,2011.0,68 ALBERT ROAD,RG764YS,chloewardf15.092011.068albertroadrg764ys
19240,RG764YT071002,ZOE,HILL,F,3.0,8,1969.0,71 ALBERT ROAD,RG764YT,zoehillf3.081969.071albertroadrg764yt
19242,RG764YT072002,HANNAH,DAVIS,F,13.0,8,1970.0,72 ALBERT ROAD,RG764YT,hannahdavisf13.081970.072albertroadrg764yt
19253,RG764YT076003,THOMRS,HUGHES,M,24.0,12,2007.0,76 ALBERT ROAD,RG764YT,thomrshughesm24.0122007.076albertroadrg764yt
19279,RG764YU092003,CHLOE,DAVIES,F,24.0,7,2009.0,92 ALBERT ROAD,RG764YU,chloedaviesf24.072009.092albertroadrg764yu
