PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
ZOFIA,MAŁGORZATA,PRÓSZYŃSKA,13-06-1934
JULIA,BARBARA,MIELCARZ,23-02-1983
ELŻBIETA,GRAŻYNA,SENDA,19-05-2013
JOLANTA,MAGDALENA,OLSZEWSKA,17-12-2006
KRYSTYNA,MARIA,PIASECKA,30-04-1931
MARTA,MARIA,PLIŃSKA,21-07-1949
AMELIA,ANNA,MARTYNOWICZ,31-03-2010
MIROSŁAWA,MARTA,GAWEŁ,06-12-1947
JÓZEFA,MARIA,SZCZĘCH,19-07-1991
ELŻBIETA,EWA,MAJEWSKA,22-01-2014
KAROLINA,KSENIA,FIUTAK,23-11-1958
ZOFIA,KRYSTYNA,COCYK,27-08-1977
ANASTASIIA,AGNIESZKA,HELLEBRANDT,01-01-2018
CZESŁAWA,IRENA,BYLICA,29-06-2023
STANISŁAWA,WERONIKA,DIACHUK,17-06-2001
YULIIA,KATARZYNA,BICHTA,17-07-1973
GABRIELA,JÓZEFA,WOJTAŚ,17-05-2022
JADWIGA,HELENA,SPORSCHILL,23-03-2009
MARIOLA,MAŁGORZATA,TOMACZKOWSKA,09-03-1976
MILENA,KAROLINA,VOLKOVA,05-07-1961
MAGDALENA,STANISŁAWA,LEWANDOWSKA,22-11-2013
MONIKA,MAGDALENA,SKINDZIER,14-12-2011
ANNA,MAGDALENA,GRZEBINSKA,15-04-2021
TERESA,BARBARA,DAWIDOWSKA,05-12-1982
BARBARA,AGATA,KUTA,05-06-1945
MIA,MAGDALENA,WŁODARCZYK,28-07-2023
ANNA,JUSTYNA,PAPOŃ,04-05-2007
VALERIIA,ANNA,MISIUDA,04-08-1971
ZUZANNA,DANUTA,TOMCZYK,28-04-1945
DANUTA,GRAŻYNA,KACIK,27-08-1973
JADWIGA,KRYSTYNA,FOTYMA,15-07-1990
ANITA,ZOFIA,KWIATKOWSKA,18-12-1936
KAROLINA,MARIOLA,JANUSZCZAK,09-09-2006
MARYLA,KAROLINA,TARLECKA,21-03-1960
HANNA,ANNA,ŻOŁYNIA,06-05-2009
KATARZYNA,ZOFIA,POSTEK,13-05-1963
MARIA,KATARZYNA,SASIN,03-04-1992
MIROSŁAWA,ALICJA,POLAŃSKA,08-08-1955
MAŁGORZATA,JADWIGA,UÇAN,19-06-1947
MARCELINA,MAŁGORZATA,MATUSZEK,27-09-1977
OLENA,MAJA,PIETRYGA,31-10-1924
JÓZEFA,MAŁGORZATA,MOTYLIŃSKA,07-03-2009
RENATA,ELŻBIETA,TRUSZCZYŃSKA,20-09-1930
MONIKA,VIOLETTA,SOLTYSIUK,24-03-2019
ELŻBIETA,ELŻBIETA,WOJTKÓW,06-08-1978
HELENA,EWA,GARCZYŃSKA,08-12-1954
CECYLIA,MARIA,WENDYŃSKA,08-04-1931
DARIA,KRYSTYNA,PIEPIÓRA,28-05-1948
KATARZYNA,PAULINA,DUDEK,31-05-1954
PAULINA,JULIA,ZALESKA,10-01-2017
JUSTYNA,MARIA,UNISZKIEWICZ,29-07-1972
ALLA,BARBARA,PATRYJAK,17-01-1953
MONIKA,KATARZYNA,JAROSZ,26-01-1995
HENRYKA,MAŁGORZATA,SŁOMKA,29-09-1966
KAROLINA,MAGDALENA,GRAJEWSKA,20-04-2007
NATALIA,MARIA,STAREK,25-01-1929
JADWIGA,MARIA,ŚMIECHURA,04-11-2013
WIKTORIA,EWA,GUZOWSKA,19-03-2009
ANASTASIJA,WERONIKA,MAJKA,09-03-2021
MAŁGORZATA,ANNA,TYLEC,23-08-2019
JANINA,IZABELA,SIEKIRDA,28-11-2000
MAGDALENA,EDYTA,ŁYSENKO,15-02-2015
ALEKSANDRA,GENOWEFA,PAWLUCZUK,20-04-1992
EWA,EWA,PRABUCKA,01-07-1982
OLIWIA,BARBARA,CHEŁKOWSKA,21-10-1946
JAGODA,BARBARA,FRET,10-03-2005
WERONIKA,MARIA,SUTOR,01-01-1959
NATALIA,MARIA,MUĆKO,06-03-2002
ELŻBIETA,KRYSTYNA,SZMIGIEL,04-06-1926
KATARZYNA,AGATA,DRAPAŁA,07-03-1934
RENATA,ANNA,GRZEGÓRSKA,07-04-1963
DOROTA,ANNA,MAŁECKA,22-10-1941
JADWIGA,IRENA,BOGUSŁAWSKA,10-11-1997
IRYNA,MARIA,KĘDZIORA,20-04-1984
JULIANNA,ELŻBIETA,PIETRZAK,15-09-1954
ANNA,HALINA,CIESIELSKA,22-07-1964
INNA,MARIA,DUCHNOWSKA,22-01-2024
JOANNA,CZESŁAWA,GLINKA,27-07-1968
MARTA,ANNA,SUSKA,03-06-1924
JULIA,MARTA,ZIÓŁKOWSKA,20-12-1978
ALINA,ELŻBIETA,STANIASZEK,10-06-1996
LISHA,BARBARA,LITWIN,23-08-2006
NADIA,MAŁGORZATA,GŁAZ,09-09-1997
OLGA,KRYSTYNA,WÓJCICKA,26-07-1999
ANGELIKA,MAGDALENA,WOJTKOWIAK,05-10-2021
JADWIGA,NATALIA,KOMISARSKA,18-08-2023
MARCELINA,BRONISŁAWA,SZYMAŃSKA,07-09-1942
IWONA,LILIANA,ŻUCHOWICZ,05-03-1937
EWELINA,KATARZYNA,CEDER,27-07-1925
ZOFIA,KRYSTYNA,DYBCIO,28-02-2021
YUKO,MARIA,MAŁKOWSKA,24-12-1951
WIKTORIA,WERONIKA,TERPIC,16-11-1930
MONIKA,ALBINA,JAŁKIEWICZ,29-10-2019
MAŁGORZATA,DOROTA,CENDER,10-02-2011
ZOFIA,MARTA,OSTROWSKA,10-01-1955
IWONA,JOLANTA,VYTNOVA,12-05-1936
MARTYNA,IRENA,PASTERNAK,20-05-1950
KATARZYNA,RENATA,BASIŃSKA,28-03-1963
LIDIA,EWA,KUNICKA,18-06-1941
ELŻBIETA,GRAŻYNA,WÓJCIK,10-01-1967
ADRIANNA,ALBINA,MAKAREWICZ,30-01-1957
ANASTAZJA,KAZIMIERA,TATAR,07-08-1949
MIROSŁAWA,MILENA,SZAŁAJ,18-12-2007
DOROTA,KRYSTYNA,GORCZYCA,11-11-1959
BEATA,ANNA,LACHOWICZ,06-04-1946
ANNA,MARTA,PIECZKA,16-03-2018
LUCYNA,MARIA,ARTAMONOVA,30-01-2014
BOGUMIŁA,MAGDALENA,RASZKA,06-07-1934
ALINA,AMELIA,JANKOWSKA,08-07-2010
BARBARA,ANNA,SOMMER,30-11-2014
JOLANTA,ANNA,ULASZEK,05-08-1976
JULIA,ELŻBIETA,SURMACKA,25-07-2017
VIKTORIIA,MARIA,KRÓL,30-06-1993
DANUTA,HALINA,GRABIAS,03-03-1990
MARLENA,AGNIESZKA,PIESZKO,08-12-1983
ZUZANNA,MARTYNA,KUBALEWSKA,07-07-1952
ANASTAZJA,ŁUCJA,SAWCZUK,15-08-2002
DOROTA,ROZALIA,GIEROWSKA,11-03-1975
MARIA,ANNA,HEŁKA,18-07-2009
IWONA,URSZULA,OTPARLIK,01-09-1977
KRYSTYNA,SŁAWOMIRA,KAMIŃSKA,14-04-2019
YULIIA,AGNIESZKA,FRYSZKO,23-09-1974
LIDIA,GRAŻYNA,KRZYŻANOWSKA,13-05-1984
OLIVIA,MILENA,GALANT,11-05-1972
CELINA,ANNA,ROSIUK,25-09-2022
KSENIIA,MARIANNA,WOŹNIAK,03-11-2004
KRYSTYNA,MARIA,UGNIEWSKA,11-11-2016
KRYSTYNA,MARCELINA,MICHALIK,26-10-1958
HELENA,MAGDALENA,PATELKA,19-08-2012
KLAUDIA,ZOFIA,ZAPOTOCZNA,17-09-1999
URSZULA,BARBARA,PISKORZYŃSKA,13-06-1982
ANASTAZJA,BEATA,WINIARCZYK,31-07-1936
DANUTA,EMILIA,HRYNKO,11-03-2019
BEATA,MARIA,UZAROWICZ,12-02-1941
BEATRIZ,EWA,STUPKIEWICZ,01-03-1936
DANUTA,GRAŻYNA,BURY,28-06-1981
IZABELA,MARIA,PICHER,05-06-1948
TETIANA,GRAŻYNA,CIUPEK,08-02-1951
EWELINA,AURELIA,GEMBARA,23-10-1975
MARIA,JANINA,MAZUREK,26-04-1994
TERESA,MARIA,WOLSKA,09-05-1977
EUGENIA,WANDA,NIEDŹWIEDŹ,12-05-1943
RENATA,TERESA,KORONA,31-07-2002
ANTONINA,KORNELIA,KOZLOVSKA,16-10-1946
BARBARA,KSEMENA,DURAK,16-12-1945
ANNA,ANNA,PŁONKA,13-07-1963
KRYSTYNA,HALINA,NIEDBAŁA,11-04-1954
IZABELA,TERESA,ŚCIŚLAK,10-09-1975
HELENA,KAROLINA,WALCZAK,16-05-2003
EMILIA,TERESA,WOLF,15-10-1969
JOANNA,JOANNA,JANAS,07-02-1931
EWA,NATALIA,SZYMAŃCZUK,19-04-2017
JOLANTA,ZOFIA,ZIĘBA,25-04-1961
VERONICA,JUSTYNA,GĄSIOREK,09-09-1943
IRYNA,ANNA,WALCZAK,14-09-1926
MARIA,MARIA,ZIELIŃSKA,22-05-1985
AGNIESZKA,ANNA,SMOLIAROVA,23-08-1959
MARTA,ANNA,STRYJEWSKA,04-04-1991
KATARZYNA,ANNA,WAŁECKA,16-01-1968
SYLWIA,MONIKA,LACH,21-05-1924
ANETA,MARIA,GDULA,28-07-1987
MAJA,DOMINIKA,DINH,17-08-1941
KATARZYNA,ELŻBIETA,KARUNNAYA,18-12-1927
ALEKSANDRA,JOLANTA,PIETROWSKA,07-12-1968
NIKOL,TAMARA,FURTAK,25-05-2019
ANNA,DIANA,BIELIŃSKA,30-11-1946
RENATA,MAGDALENA,SLIPACHUK,08-07-2021
LENA,ANNA,OSTROWSKA,12-04-1985
STANISŁAWA,ANNA,KOPER,17-05-1967
HALINA,AGNIESZKA,RUSIN,14-02-1926
DANUTA,NATALIA,DEPCIK,28-09-1975
ALICJA,KATARZYNA,ZDRZEWIELSKA,26-05-1946
MICHALINA,HELENA,RZECZKOWSKA,01-06-1955
KARINA,FELICJA,DOMERADZKA,14-11-1953
KATARZYNA,STEFANIA,WALAWSKA,25-06-1952
MAŁGORZATA,DARIA,PORADA,26-12-1945
KLARA,IRENA,KUJAWA,20-02-1959
HANNA,JANINA,BANAŚ,31-08-1994
BOGUMIŁA,AGNIESZKA,MIKLEWSKA,24-05-1975
NATALIA,JUSTYNA,HOFMAN,17-07-1993
JUSTYNA,MARTA,KACZANOWSKA,08-10-1963
ELŻBIETA,MARIA,CZOKAJŁO,21-05-1955
BARBARA,KATARZYNA,SZEWCZAK,27-08-1927
LIUDMYLA,MARIA,ASTAFYEVA,16-04-2010
MAŁGORZATA,KAROLINA,DUSZARA,22-10-2009
AGNIESZKA,AUGUSTYNA,SZCZUROWSKA,03-04-1956
POLA,ELŻBIETA,CZYŻ,15-10-1968
KAMILA,IWONA,BŁASIAK,02-05-1994
WIKTORIA,HELENA,DZIUBA,11-09-1960
KINGA,BARBARA,SUSZEK,08-03-1944
JULIA,MAGDALENA,NIEDZIELA,16-12-1939
ALEKSANDRA,KATARZYNA,CZARNECKA,02-10-2021
PAULINA,EVA,KRZYWDZIŃSKA,29-11-1992
NATALIA,MARIA,KORYCIAK,11-09-1932
AGNIESZKA,BEATA,NOWAK,12-10-1986
SANDRA,ELŻBIETA,WĘGRZYN,08-04-1968
KLAUDIA,MAŁGORZATA,SZULC,28-10-2010
KATARZYNA,MARIA,WRZESZCZYŃSKA,09-10-2014
KARINA,MARIA,DUDZIAK,10-08-1963
RENATA,ALICJA,SZAJDA,15-12-1964
OLIVIA,TERESA,HENKEL,23-12-2019
NADIA,MAGDALENA,PUZOŃ,28-10-1975
JUSTINA,MONIKA,ANDREYEVA,05-01-2020
AGNIESZKA,ŁUCJA,LEŚNA,26-12-2019
BARBARA,IZABELA,NOWAKOWSKA,13-05-1968
MAJA,MARIOLA,PIEKARZ,07-10-1969
MAGDALENA,MARIA,DĄBEK,13-09-1927
JULIA,MAJA,ANDRZEJEWSKA,14-11-1936
JULIA,JULIA,ZIELIŃSKA,11-07-2018
POLA,NORA,ANTOSZEWSKA,28-03-2020
ŁUCJA,IRENA,SKÓRA,01-01-1956
AGNIESZKA,JANINA,KONFISZER,22-09-2009
MARIA,JULIA,ZAWIŚLAK,29-01-1987
EWELINA,FRANCISZKA,SZTENDEL,26-12-1943
ZUZANNA,ANIELA,WANCZURA,02-04-2011
ANNA,BRONISŁAWA,STASZEWSKA,19-11-1964
EWA,FELIKSA,WILCZEK,13-05-2007
MAŁGORZATA,ELŻBIETA,JAGUSIAK,12-10-1930
DARIA,KRYSTYNA,NOSIADEK,24-09-1986
MONIKA,JOANNA,KRYŃSKA,22-05-2012
ANNA,HELENA,KONARZEWSKA,28-12-2006
JOLANTA,JADWIGA,BOGDANIUK,15-04-1950
JOANNA,EWA,SERAFIN,07-03-1927
ANNA,MARIA,SOBOŃ,29-09-1964
IWONA,ANNA,SEBZDA,03-07-1951
ELŻBIETA,GABRIELA,MICHALAK,10-03-1986
ANNA,EWA,RUSELIK,11-04-2016
BOŻENA,MAGDALENA,OKOŃSKA,14-05-1972
BOGUMIŁA,ANNA,SNELA,13-03-1969
BEATA,JOANNA,KOPEĆ,01-08-1964
OLHA,ZUZANNA,ŚWIRK,14-10-1935
MAŁGORZATA,WERONIKA,MARKOWSKA,10-11-1941
DANUTA,ANNA,BOCHENEK,12-02-1989
NATALIA,MARIA,NAJDZION,15-10-1988
SONIA,ELŻBIETA,BRALCZYK,08-12-1939
BARBARA,IWONA,KAROLAK,02-03-1975
SYLWIA,DOROTA,ŻUKOWSKA,06-02-1944
ANNA,HELENA,SZYMCZAK,18-11-2004
SVITLANA,JULIA,TURNICKA,15-11-1941
OLHA,MAGDALENA,DELEŻUCH,25-09-1969
LUCYNA,ADELA,SKIBA,23-06-1928
JANINA,KRYSTYNA,MILLER,14-04-1979
URSZULA,MARIA,NOWACZYK,09-10-2007
LENA,ANNA,GĄSKA,13-11-1941
KATARZYNA,ELŻBIETA,LASKAWIEC,20-02-1997
JOANNA,BARBARA,KACPRZAK,03-01-2011
PATRYCJA,MARIA,MUCHA,27-03-1988
MAŁGORZATA,KINGA,GÓRECKA,04-05-1966
EWA,AMELIA,BOIKO,06-02-2015
OLHA,ELŻBIETA,SIRENKO,19-10-1972
MAJA,MARIA,BACHORZ,29-09-1975
TAISIIA,ALICJA,NAWOJCZYK,09-11-1982
JANINA,KATARZYNA,KACPRZAK,13-08-1957
ELŻBIETA,ELŻBIETA,HERMAN,18-02-2002
KAROLINA,ALFREDA,BURDA,06-05-1990
JULIA,LUCYNA,JANOTA,11-03-2019
KATARZYNA,MAGDALENA,SZORC,03-04-1962
JULIA,KINGA,WITCZAK,14-05-1926
LENA,JÓZEFA,URBANIAK,01-05-2022
DANUTA,ANNA,BEDNARZ,17-12-2009
MELANIE,ANNA,MALINA,14-12-1932
EDYTA,MONIKA,BOGUSŁAWSKA,22-11-2002
EWA,STANISŁAWA,PESZCZYŃSKA,24-07-1988
MONIKA,MAGDALENA,MAŚLORZ,26-11-1967
NINA,AGNIESZKA,SOBCZYK,16-09-1998
ALICJA,PATRYCJA,JAMROŻEK,29-07-1962
KAROLINA,URSZULA,LEWANDOWSKA,09-01-1928
JOANNA,ANIELA,PACZKOWSKA,18-04-1952
MAŁGORZATA,ZOFIA,SMOLIAK,21-01-1965
BARBARA,ALICJA,NOWAKOWSKA,16-11-1984
EWA,MARZENA,KUDEŁKO,25-10-1972
JOLANTA,LUDMIŁA,JANKOWICZ,07-02-2017
NATALIIA,GRAŻYNA,ROGOZIŃSKA,23-02-1961
BARBARA,MARIA,ZĘBIK,27-02-1986
KATARZYNA,BOŻENA,ŻYWLUK,23-06-1956
MARTYNA,WANDA,CZERKAWSKA,30-09-1960
ANITA,BARBARA,KOSSOWSKA,02-05-1945
MONIKA,MARZENA,MRICHKO,13-10-1970
LIDIA,KRYSTYNA,GÓRSKA,13-11-1944
ANASTASIIA,MAŁGORZATA,PRZĄDKA,07-03-1945
JOANNA,LAURA,NOWAK,11-07-1987
BEATA,EWA,CZECHYRA,24-07-1991
GRAŻYNA,ANIELA,CZECHOWSKA,21-05-1940
RÓŻA,JUSTYNA,ROQUES,03-01-1929
MAYA,JADWIGA,STUDZIŃSKA,08-11-1953
AMELIA,MARIA,KEMPIŃSKA,13-04-1950
EMILIA,ELŻBIETA,KRAWCZYK,26-06-2010
ELŻBIETA,JOANNA,ARMATYS,07-12-1948
JULIA,MARIA,DROBIAZG,07-10-1996
CARLA,WERONIKA,WOSZCZYK,10-08-1955
MARZANNA,APOLONIA,WOLANIN,31-01-1936
JUSTYNA,ANNA,WÓJCIK,18-04-1973
NATALIA,BEATA,TWOREK,03-12-1989
KRYSTYNA,EWA,MATWIEJSZYN,03-03-2008
ANASTASIIA,MARIA,BABILAS,23-08-1932
ANNA,ANNA,SZMIGIEL,27-10-1995
JOLANTA,MARIOLA,SZYMCZYK,20-11-2006
ADELAJDA,RÉGINE,WOTALSKA,05-11-1991
KARINA,ZDZISŁAWA,MAKOHONIENKO,02-08-1998
MAGDALENA,MAŁGORZATA,BUDNIK,09-08-1959
ELŻBIETA,MARIA,PRZEDWOJEWSKA,09-06-1950
HANNA,JOANNA,SADOWSKA,24-07-1944
ZDZISŁAWA,PAULINA,CHŁAPEK,04-05-1974
BEATA,ANETA,LEŚNIAK,09-11-1965
KAMILA,ELŻBIETA,KWIATKOWSKA,01-11-1996
MARIIA,ANNA,TARNOWSKA,03-08-2009
EUGENIA,ZOFIA,PACŁAWSKA,21-02-1979
TERESA,ANNA,KOZŁOWSKA,10-06-1973
IRENA,ANNA,GRACZYK,13-05-1968
PAULINA,KAROLINA,WOJTACH,24-01-2020
WIESŁAWA,MARTA,KOWALSKA,27-09-1940
VLADYSLAVA,JADWIGA,KAJDAN,31-08-1940
MARTA,VIOLETTA,SZPERKIEWICZ,12-12-1937
HELENA,ANNA,SZCZĘSNA,20-05-1990
KATARZYNA,MARIA,SEJDA,04-06-1935
AGNIESZKA,IWONA,LEWANDOWSKA,05-03-1941
NITZAN,JOLANTA,BABULA,22-01-2022
STANISŁAWA,RENATA,SKONIECZNA,01-04-1930
MARTA,MARIA,FRĄCZAK,28-04-2004
ALLA,MARIA,FRAŃ,10-02-1947
ZUZANNA,NOEMI,CICHOSZ,02-02-1994
OLIWIA,LEOKADIA,CZERMAŃSKA,15-09-1937
URSZULA,SYLWIA,NEUMANN,20-05-1991
RENATA,JULIA,KRAWIEC,22-02-1965
GRAŻYNA,KAZIMIERA,GRUSZKA,22-12-1967
ANNA,MAGDALENA,ŚLEDŹ,11-07-1986
ILONA,WERONIKA,GÓRSKA,15-06-1981
AMAYA,MARIA,CHWALIŃSKA,07-10-1993
EWA,MARIANNA,WOŹNICZKA,06-10-1988
JUSTYNA,TERESA,KUMKOWSKA,21-06-1940
MAGDALENA,MILENA,MICHALAK,08-04-1972
JOLANTA,ELŻBIETA,KRUŻEWICZ,03-09-1949
TALY,LUDWIKA,SZASTOK,20-08-1948
MARIA,JÓZEFA,BROŻEK,29-04-1991
PATRYCJA,PATRYCJA,SELONKE,04-05-1950
ALEKSANDRA,IWONA,LESKOVETS,10-05-1943
TETIANA,MICHALINA,KULIKIEWICZ,26-01-1979
GAJA,TERESA,SŁOMKA,03-06-1989
BOGUMIŁA,LUDWIKA,NAJMOWICZ,16-10-2010
MAŁGORZATA,KRYSTYNA,WAŃCZUK,29-07-1956
MARLENA,ŁUCJA,NIEWĘGŁOWSKA,20-06-2008
WIKTORIA,KAZIMIERA,ZIELIŃSKA,17-02-1955
RENATA,EDYTA,SETERA,22-12-1936
ZOFIA,MARIA,HYLA,26-06-2015
JÓZEFA,MARIA,WERNIKE,05-07-1942
IRENA,JOANNA,GOMANN,24-11-1933
JUSTYNA,HALINA,MATCZUK,05-07-1983
MIROSŁAWA,KRYSTYNA,IRTEHOVA,02-06-2002
ALEKSANDRA,MARIA,FICEK,08-01-1929
GAJA,IRENA,MARCINKOWSKA,30-07-1934
MARCELINA,HELENA,KOWALEWSKA,21-09-1927
JULIA,JANINA,BICZYSKO,03-05-2003
ELŻBIETA,EWA,JĘDRZEJCZYK,23-02-1938
ZOFIA,AGNIESZKA,KUCHARSKA,03-12-1964
SYLWIA,EWA,BALISZEWSKA,21-04-1978
PATRYCJA,IZABELA,BODZOŃ,08-11-1950
WANDA,STANISŁAWA,BŁASZCZYŃSKA,12-12-1932
OLIWIA,JADWIGA,ZYS,17-06-2016
IWONA,MARIA,ŻYWCZAK,05-01-2024
MILENA,BARBARA,SITEK,08-08-1952
JOLANTA,EMILIA,GRUCA,20-12-1949
BARBARA,JANINA,MICHALSKA,07-06-1965
NATALIA,ANNA,MACIEJEWSKA,11-08-1932
TATIANA,JOWITA,KRZEMIŃSKA,18-01-1957
JULIA,WANDA,GRZELAK,24-03-1937
IWONA,ANNA,MALHOTRA,23-05-2015
LENA,WANDA,SKWAREK,05-09-1948
JULIA,BEATA,ZYSKOWSKA,20-11-1963
HALINA,CZESŁAWA,WDZIEŃKOŃSKA,19-06-1948
ALICJA,IRENA,FEDYNIAK,18-03-1982
PAULINA,WANDA,LEŻOŃ,01-09-2004
PAULINA,ANNA,BREŚ,29-08-2017
MARIA,ŻANETA,SZAFRANEK,01-02-1978
AGNIESZKA,ANNA,SZUKAŁA,29-08-1963
MARTA,MARIA,PAWLIK,27-02-1999
BLANKA,NATALIA,LOUTSARIS,22-08-1942
MARTA,MARIA,WRONA,29-03-1953
GABRIELA,ANNA,MYRONENKO,14-09-1930
MAGDALENA,TERESA,RDZANEK,26-12-1937
PAULINA,JANINA,WARZESZKA,22-09-1929
ELŻBIETA,KATARZYNA,ZERKA,08-02-1995
TRAUDA,BARBARA,BLOCH,05-01-1933
ANNA,ALICJA,BENEDYK,10-09-1953
JÓZEFA,WERONIKA,MAŁECKA,17-12-1989
ANNA,MARIA,PINCZEWSKA,18-01-1950
JOANNA,ANITA,KOPYCIAK,07-02-1966
BERNADETA,KATARZYNA,BAGROWSKA,18-04-1949
ANNA,DOROTA,KRZYŻEWSKA,05-07-1969
MAGDALENA,DANIELA,WOROPIŃSKA,17-02-1993
OLIWIA,MARIA,KRYSTOSIAK,24-11-1931
DANIELA,TERESA,JÓŹKÓW,03-12-1930
SVIATLANA,ANNA,ANDERS,06-05-1991
MAŁGORZATA,MARIA,CZAJA,20-01-1950
HANNA,ALEKSANDRA,WRONA,09-01-2016
ELŻBIETA,MARIANNA,ŚWIĘCICKA,03-08-1975
ANNA,ZOFIA,FRANTKIEWICZ,29-03-1992
JOANNA,BARBARA,PYCZEK,14-09-1976
JADWIGA,ANNA,MOSZYŃSKA,07-11-2000
DARIA,JOANNA,BLADOCHA,18-03-2001
KATARZYNA,WERONIKA,STARZYCKA,04-02-1956
STANISŁAWA,MARIA,KWASIK,20-12-1983
KATARZYNA,KATARZYNA,TOSIK,16-12-1999
ZOFIA,ANNA,GRZĘDOWICZ,31-05-1931
DOROTA,WIKTORIA,ZBYTNIEWSKA,24-02-2005
DANUTA,KAZIMIERA,BŁAŻOWSKA,30-08-1929
EWA,ANNA,KAWCZYŃSKA,05-12-2017
STANISŁAWA,KATARZYNA,KOMAR,17-11-2020
MARIIA,ANNA,KOSIOR,12-04-2011
OLHA,DOROTA,KOVALOVA,06-10-1965
MARIIA,KRYSTYNA,LAZARENKO,08-06-1934
KLAUDIA,WIOLETTA,BARCIŃSKA,30-01-1985
ANNA,ROKSANA,JAGOWDZIK,14-12-1952
TERESA,JAGODA,JAKUBIK,29-12-2006
NINO,URSZULA,ZŁAHODA,03-05-1925
MAGDALENA,ELŻBIETA,DZIĄBOWSKA,05-06-2001
JUSTYNA,HELENA,SROGA,19-08-1980
DOMINIKA,ŁUCJA,POGORZELSKA,31-05-1986
DANUTA,ELŻBIETA,CIEPIASZUK,08-09-2012
TETIANA,MAŁGORZATA,NOCULA,01-10-2008
JULIA,ANTONINA,LEDECKA,16-07-2002
EDYTA,MAŁGORZATA,JAGODZIŃSKA,08-09-1987
NADIA,MARIA,ADAMIAK,28-12-1991
AMALIA,AGATA,SIKORA,21-07-1943
MARTYNA,KATARZYNA,GOGACZ,30-04-1971
EWA,NATALIA,RUSNAK,30-01-1943
KATARZYNA,EWA,ZIELONKA,12-08-1946
ANNA,ANNA,KOPERA,20-11-1993
JULIA,ZOFIA,PIECZKA,08-06-2011
RENATA,BEATA,KAŁUSKA,03-08-1928
NATALIIA,LILLY,BONDYRA,09-07-1972
SVIATLANA,KLAUDIA,CAPEZZUTO,28-03-1946
MAGDA,MAŁGORZATA,STROŻEK,04-03-1983
STANISŁAWA,MAŁGORZATA,MAZUR,30-08-1964
OLENA,KRYSTYNA,DZIKOŃ,04-03-1993
ANETA,STANISŁAWA,CHROMNIAK,26-08-1925
MONIKA,BRONISŁAWA,ŻOCHOWSKA,03-11-1950
JULIA,KATARZYNA,BISIOREK,22-01-1942
BARBARA,GRAŻYNA,CHKHAIDZE,29-11-1992
ALICJA,ZUZANNA,KADŁUBOWSKA,23-05-1994
MIROSŁAWA,BERNADETA,TUSIŃSKA,17-10-2011
JADWIGA,MARIA,DĘBOWSKA,11-05-1975
MAŁGORZATA,RYTA,DRĄGOWSKA,06-09-1945
GABRIELA,EWA,MISACZEK,21-01-1974
ALINA,EMMA,MOGIEŁKA,30-06-1960
URSZULA,ZOFIA,WRONISZEWSKA,29-04-1977
BEATA,AGNIESZKA,PIKSA,06-01-2004
ELŻBIETA,WIOLETA,KIJOWSKA,10-10-1931
MARIA,KAMILA,TUREK,26-02-1969
IRENA,BARBARA,GĘDŁEK,11-04-1968
EMILIA,WERONIKA,WAJDA,05-03-2009
OLENA,DOBROCHNA,JAKUBOWSKA,23-02-1997
KATARZYNA,DANUTA,FALIŃSKA,17-05-2016
ANTONINA,JANINA,GRZYB,02-06-1962
BIANKA,KRYSTYNA,OLSZEWSKA,25-05-2001
JANINA,ELŻBIETA,ŻWIREK,22-03-1994
IRYNA,MARIA,ZĄBEK,15-08-1938
IGA,DANUTA,LENART,02-11-1934
ZOFIA,KRYSTYNA,KAMIŃSKA,10-10-1971
VASILINA,BRONISŁAWA,LATOSZEK,04-06-1950
IZABELA,MAŁGORZATA,LEWANDOWICZ,05-06-1998
DARIA,MARIA,KWIATKOWSKA,06-03-1950
MARTYNA,TERESA,JURAK,12-09-2021
MAŁGORZATA,PAULINA,BRYŁA,15-10-1962
KINGA,ELŻBIETA,DĄBKOWSKA,26-10-1926
EMILY,MONIKA,KOWALCZYK,02-05-2001
EWA,KATARZYNA,KIEDROWICZ,07-10-1968
KRYSTYNA,MARIA,FRĄCZEK,10-08-1985
ANNA,FRANCISZKA,DĄBEK,24-07-1984
HALINA,KATARZYNA,WASILEWSKA,29-09-1975
JÓZEFA,MARIA,KASPRZYK,08-06-1954
HALINA,MATYLDA,KOWALSKA,14-01-2020
ALICJA,ILONA,BUT,17-03-1978
AGATA,JANINA,RUTYNA,17-11-1997
ALEKSANDRA,HELENA,DACHOWSKA,27-06-2015
MARTA,ELŻBIETA,OLEJARCZYK,09-10-1961
AGNIESZKA,MIROSŁAWA,WOŹNIAK,18-07-2021
SOFIIA,ELŻBIETA,KOSMAN,20-05-1928
KLAUDIA,MAŁGORZATA,TEREBA,18-08-1947
DIANA,MARIA,MARGIEL,03-08-1977
SYLWIA,MARZENA,KAŁUŻNA,05-04-1935
ZUZANNA,HALINA,NYCZAK,20-07-2011
BEATA,URSZULA,WAWRZYNIAK,28-02-1987
WŁADYSŁAWA,KATARZYNA,SREBRO,20-04-1995
BIANCA,ZOFIA,POPARDA,31-05-1955
GABRIELA,DANUTA,RYDZYK,19-07-1970
ZOFIA,URSZULA,GUGAŁA,27-10-2004
WERONIKA,ELŻBIETA,WOJTOŃ,24-04-1964
MARTA,HELENA,JELIŃSKA,30-11-1938
