PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
PATRYK,MARIAN,KUŚNIERZ,27-08-1962
PAWEŁ,RYSZARD,GAŁKOWSKI,14-08-1994
SZYMON,DAWID,LAVRUKHIN,25-06-1959
MILAN,JERZY,STACHURSKI,07-08-1949
ROBERT,JÓZEF,SZUBIŃSKI,27-09-1968
ANDREAS,PAWEŁ,BOROWSKI,24-12-2002
DARIUSZ,LECH,BRYNIAK,17-04-1927
DOMINIK,GERHARD,LIAUCHUK,20-05-1936
KRZYSZTOF,MARIUSZ,PALIŃSKI,15-07-1951
SEBASTIAN,JAN,PAWLIKOWSKI,11-04-1974
KRZYSZTOF,WIKTOR,FLAGA,14-10-1991
MARIUSZ,MAREK,GÓRSKI,14-07-1927
LEON,ANDRZEJ,DOMINIKOWSKI,13-06-1928
MARCIN,ZBIGNIEW,MAJEWSKI,17-03-2013
HASAN,MARCEL,DEMETS,25-12-2013
DAWID,WŁADYSŁAW,MITUŚ,23-02-1972
GRZEGORZ,KRZYSZTOF,YATES,30-08-2001
WALDEMAR,ANTONI,PARCHENIAK,08-06-1963
ANDRZEJ,STANISŁAW,SZAJEK,04-10-1972
ROMAN,ANDRZEJ,BOGACKI,04-11-1926
MAREK,WITOLD,BRUŹDZIŃSKI,15-11-1968
ANDRZEJ,JAN,TRUSZCZYŃSKI,19-11-2004
KRZYSZTOF,KRZYSZTOF,BOROWIAK,01-05-1958
ADAM,CHRISTOPHER,ZAKRZEWSKI,14-01-1999
WITOLD,MARCIN,PIOTROWSKI,24-02-1961
KAMIL,WŁODZIMIERZ,GOŚCINIAK,22-10-1943
OLIWIER,BRONISŁAW,ZAŁUCKI,27-03-1971
BARTŁOMIEJ,MIKOŁAJ,WUDARCZYK,21-08-1937
ŁUKASZ,ANTONI,ZIOBRO,17-01-1988
MIROSŁAW,GRZEGORZ,PAWLAK,05-06-1997
VOLODYMYR,MARCIN,PROTSENKO,06-07-1987
MARCIN,ADAM,PSZENNY,14-06-1950
KEVIN,RYSZARD,PACOCHA,08-11-1982
ZENON,JERZY,MAJDA,22-01-1973
ARIEL,MICHAŁ,TOPOLSKI,04-08-1972
JERZY,JAKUB,OLESIAK,28-02-1980
YEVHEN,KAZIMIERZ,TKOCZ,31-10-2006
MARCIN,PRZEMYSŁAW,KUBASIK,31-10-1935
LESZEK,JACEK,NOGAL,01-07-1971
MACIEJ,WIKTOR,PIĄTKOWSKI,16-09-1944
PAWEŁ,ARTUR,GRYCIAK,19-01-1937
HENRYK,KRZYSZTOF,KRUKOWSKI,13-11-1976
JAN,LESZEK,JAMROŻY,12-12-1972
JAROSŁAW,MIROSŁAW,SZUBA,14-06-1936
PAWEŁ,MAREK,ALBIŃSKI,11-11-1942
DANYIL,PIOTR,KOLERSKI,03-06-1953
KAMIL,PIOTR,TROC,17-08-1958
MAREK,KRZYSZTOF,ŚCIBIOR,04-03-1996
ZBIGNIEW,JÓZEF,KUBASIŃSKI,23-12-1933
JANUSZ,EDWARD,STAROŚCIK,08-06-1931
MICHAŁ,JAKUB,KUCZA,08-10-1952
MICHAŁ,MARCIN,MATUSZEWSKI,21-11-1934
WOJCIECH,BARTŁOMIEJ,RACZYŃSKI,30-12-2008
CZESŁAW,WŁADYSŁAW,FLISIAK,04-04-1955
ŁUKASZ,KRZYSZTOF,WĘGRZYNOWSKI,12-12-1957
ANTONI,FRANCISZEK,RUSZCZYK,13-07-1937
ADAM,WOJCIECH,TRZEBNIAK,15-06-2009
PAWEŁ,MACIEJ,GUBAŃSKI,02-03-2006
WŁADYSŁAW,JAN,MELNYCHUK,28-10-1996
CARL,PIOTR,WOJEWODA,29-06-2012
RADOSŁAW,ADRIAN,KLAJNERT,21-04-1954
TYMON,KAMIL,PAWŁOWSKI,24-02-1986
GABRIEL,SZCZEPAN,BUCZEK,16-04-2007
JAKUB,MICHAŁ,ADAMCZYK,26-08-1968
LESZEK,JÓZEF,KOŁODZIEJSKI,09-08-1945
PAVLO,JÓZEF,GROBELNY,28-03-1927
MIROSŁAW,STANISŁAW,KASPRZYK,01-04-1991
MARIUSZ,STANISŁAW,SOCHACKI,26-04-1934
JAN,EMIL,WOŚ,15-05-2005
VOLODYMYR,WOJCIECH,SMUS,16-01-1932
ROMAN,JERZY,WILK,21-04-1948
JANUSZ,WŁADYSŁAW,TORZECKI,26-08-1958
IHOR,FRANCISZEK,SZPAK,06-03-1934
GABRIEL,ANDRZEJ,PÓŁTORANOS,03-11-2002
ROBERT,MACIEJ,NITYCHORUK,24-11-1930
KAZIMIERZ,ZDZISŁAW,MARCINIAK,04-01-1927
PATRYK,MICHAŁ,KOSTRZEWA,23-07-1988
DANIEL,KRZYSZTOF,GRABOŚ,28-05-1949
IGNACY,ADAM,NOWACKI,11-07-1986
NIKITA,PIOTR,WRÓBLEWSKI,10-08-1928
DARIUSZ,MIECZYSŁAW,OŻGA,21-04-1988
DORIAN,ADAM,BARAN,10-01-1982
JAKUB,STANISŁAW,BUGAJSKI,22-03-1969
KRZYSZTOF,PIOTR,MYSZYŃSKI,18-06-1930
WIESŁAW,ZBIGNIEW,URBISZ,17-01-1940
VOLODYMYR,OKTAWIAN,JURAK,12-05-1931
PIOTR,EDWARD,KOZŁOWSKI,08-01-1949
SEBASTIAN,WIESŁAW,SOĆKO,09-06-1977
ARTUR,JERZY,ŚWIERKOT,19-06-2017
ŁUKASZ,JERZY,TSERKULIAK,30-05-1984
ADRIAN,ADAM,WITEK,08-10-1938
RYSZARD,JAN,JAWOR,01-10-1934
FILIP,FRANCISZEK,GROCHOWSKI,02-09-1950
MAKSYMILIAN,PAWEŁ,ĆWIKLIŃSKI,18-08-1962
IRENEUSZ,MIECZYSŁAW,SYPNIEWSKI,20-06-1966
KAMIL,STANISŁAW,RĘBOWSKI,10-06-1940
CEZARY,ANDRZEJ,NOWAK,17-02-2005
MICHAŁ,GABRIEL,BIELA,05-12-1997
EDWARD,WOJCIECH,PIECHOCKI,03-01-1956
VLADYSLAV,ZDZISŁAW,KRZYŻOSZCZAK,30-04-1970
KRZYSZTOF,STANISŁAW,BURSZTYKA,04-07-1972
TOMASZ,JACEK,FILIPENKO,06-04-1963
PIOTR,JAN,IGNATOWSKI,25-12-2018
GRZEGORZ,ZBIGNIEW,URBAN,08-03-2019
VOLKERT,AUGUSTYN,PYPEĆ,19-10-1940
ANDRZEJ,MARCIN,LASKOWSKI,21-08-1969
PAWEŁ,CZESŁAW,BEDNARSKI,17-07-2004
KRZYSZTOF,ANDRZEJ,BUJWID,10-10-1949
JAN,STANISŁAW,TUSIŃSKI,24-08-1974
BARTOSZ,ARKADIUSZ,KUBIAK,05-06-1945
KONRAD,JAN,OLEJNIK,28-12-1979
ROLAND,PIOTR,BRODZISZ,16-09-2007
MARIAN,FRANCISZEK,CHYBOWSKI,11-06-1966
JERZY,NIKODEM,OZGA,23-09-2021
JERZY,ŁUKASZ,LIUSHCHENKO,27-07-2023
MAKSIM,ANDRZEJ,KWAK,22-06-1993
VLADYSLAV,ANDRZEJ,OLEKSIAK,02-06-1954
ZYGMUNT,ŁUKASZ,PIEŃKOWSKI,16-06-1982
WALDEMAR,PAWEŁ,TYMOSZUK,06-04-1964
ADAM,ANTONI,JURCZYK,30-03-1954
WOJCIECH,GERARD,POŻAROWSKI,23-06-2022
KRZYSZTOF,STANISŁAW,INGLOT,14-10-1942
OSKAR,JAN,GARDECKI,08-09-2017
KRYSTIAN,ZYGMUNT,SKUZA,21-04-1967
FILIP,MARIUSZ,BŁAŻEJCZYK,26-02-1977
PAWEŁ,DARIUSZ,KRUK,06-04-1934
PAWEŁ,MICHAŁ,SZCZEPAŃSKI,17-10-1966
TADEUSZ,RAFAŁ,MIKOS,08-03-1990
JAN,RYSZARD,BRODA,08-12-1925
WOJCIECH,ARTUR,KUMOR,16-04-1980
SZYMON,PAWEŁ,ŚWIRYD,07-08-1935
ANDRII,STANISŁAW,BURDZYŃSKI,01-02-2014
SUJAN,MACIEJ,GAJEWSKI,06-05-1933
MACIEJ,TOMASZ,KANIA,12-04-1932
JANUSZ,MIECZYSŁAW,SITKOWSKI,16-03-1982
FRANCISZEK,TADEUSZ,KANIUK,17-12-1930
MAKS,MARCIN,STEFAN,22-09-1972
MIECZYSŁAW,PIOTR,WOŹNIAK,26-04-1952
ROBERT,SZCZEPAN,CIECHOŃSKI,05-06-1928
TOMASZ,ZBIGNIEW,BECHAWSKI,27-02-1964
PIOTR,STANISŁAW,GARŁOWSKI,11-02-1949
ZBIGNIEW,ROBERT,KOWALCZUK,18-08-1954
KONRAD,MARIAN,SIELSKI,13-03-1961
SZYMON,ANDRZEJ,KUCHARSKI,03-04-1940
KAZIMIERZ,MACIEJ,MARKOWSKI,18-12-1969
IRENEUSZ,PAWEŁ,RZEŹNIK,17-02-1986
JANUSZ,PIOTR,ŁAPACZ,25-06-1995
PIOTR,RYSZARD,OSĘKOWSKI,13-04-1942
PATRICK,ARKADIUSZ,GÓRALCZYK,25-11-1964
EMIL,SZYMON,WALAWENDER,14-12-1966
ALEXANDR,JACEK,BIAŁECKI,01-11-2008
GRACJAN,PIOTR,OCIECZEK,28-07-1962
OLIWIER,MARCIN,ŚWIERKOSZ,06-09-1925
BARTŁOMIEJ,MICHAŁ,ANUSZCZYK,01-03-1958
WACŁAW,PAWEŁ,DZIEWIT,07-02-1953
ANDRZEJ,ROMAN,LIEBRECHT,23-09-1972
MARCIN,JANUSZ,MANTAJ,18-05-1943
TYMOTEUSZ,MICHAŁ,DYBIŃSKI,02-07-1964
MAURYCY,WALENTY,PAPIERNIK,29-05-2008
MYKHAILO,ALAN,DĄBROWSKI,11-07-2019
MARCEL,ANTONI,KOBUS,04-11-1960
RADOSŁAW,EUGENIUSZ,FABIAŃSKI,25-02-1945
JĘDRZEJ,SZYMON,MIKOŁAJCZYK,24-12-1946
ROBERT,KRZYSZTOF,MAŁYCHA,14-08-1964
MACIEJ,NORBERT,KRAWCZYK,07-12-1965
SYLWESTER,ZBIGNIEW,KUBIAK,21-10-2023
FILIP,MICHAŁ,WATROS,01-04-1960
MAREK,ARTUR,RUSZCZYK,21-04-1965
DANIIL,SEBASTIAN,ZAZIĘBŁO,05-03-1931
KAMIL,WŁADYSŁAW,DETTLAFF,02-10-1969
TYMOTEUSZ,LESZEK,JANUSZ,24-03-1962
JAKUB,MARIAN,ZALEWSKI,19-10-2013
KRZYSZTOF,ANTONI,WITKOWSKI,22-10-1941
ROBERT,JAN,SURDYK,01-07-2014
PIOTR,WIESŁAW,SIWAK,09-10-1936
PIOTR,STEFAN,PISKORZ,28-05-1996
SZYMON,KAROL,SZYMECKI,07-04-1950
MARCIN,STANISŁAW,JARZYŃSKI,02-07-1944
ERYK,MARIUSZ,PODKOWA,08-09-1979
SEBASTIAN,KRZYSZTOF,WITKOWSKI,26-01-2022
MARCIN,TADEUSZ,PASIUT,22-02-1965
RYSZARD,CZESŁAW,KĘDZIA,19-05-1980
MICHAŁ,PIOTR,TWARDOWSKI,01-05-1931
ADAM,ALEKSANDER,NESTSIAROVICH,19-10-2011
MATEUSZ,SEWERYN,MALICKI,25-04-1927
MARIUSZ,PIOTR,SOLICKI,18-03-1986
TOMASZ,EUGENIUSZ,MICHALSKI,09-04-1933
GIANCARLO,JAN,HABER,04-04-1955
ADAM,JAROSŁAW,STĘPIEŃ,08-02-1991
BARTOSZ,HENRYK,ZAIATS,13-03-2010
JERZY,SAMSON,ADAMUS,19-03-1986
MARIUSZ,HENRYK,GUZDEK,19-09-2000
HENRYK,MIKOŁAJ,GALUS,16-05-1929
MARCEL,TADEUSZ,SKLIARUK,26-10-1995
WOJCIECH,ANDRZEJ,SWERYDA,07-01-1927
ŁUKASZ,JACEK,SNISARENKO,26-02-1989
ADOLF,BOLESŁAW,STASIAK,02-04-2022
HENRYK,KAMIL,RZĄD,09-12-1925
MARIUSZ,JAKUB,KLIMEK,22-12-2012
MATEUSZ,JAN,KOWALCZYK,28-11-1934
ROBERT,JAKUB,BIERNACKI,01-02-1972
KAROL,ŁUKASZ,SOKOŁOWSKI,16-08-1948
YEVHEN,GRZEGORZ,NGUYỄN,28-02-1968
TOMASZ,BOGDAN,SUFIN,07-02-1939
MICHAŁ,HENRYK,WÓJCIK,20-10-1926
PETRU,JACEK,JASEK,02-02-1930
KAROL,STANISŁAW,JANKOWSKI,11-01-1944
DOMINIK,DOMINIK,BIALIK,24-10-1993
JAKUB,WŁADYSŁAW,CZECH,01-01-1952
PAWEŁ,TOMASZ,SZCZEPAŃSKI,28-01-1972
JAN,CZESŁAW,ZIELIŃSKI,12-03-1966
ANDRZEJ,BOGUSŁAW,MYDŁO,09-06-2019
RAFAŁ,MICHAŁ,BACHMURA,19-12-1971
RAFAŁ,GRZEGORZ,TONDYS,13-12-1986
ANTONI,JACEK,BRODZIKOWSKI,22-01-1963
WOJCIECH,PIOTR,RADOMSKI,29-03-1925
DAN,ARKADIUSZ,PAŚNIEWSKI,09-08-1948
FILIP,GRZEGORZ,NASIEROWSKI,27-05-2020
TOMASZ,MICHAŁ,BOGDANIK,21-04-2023
MARCIN,ADAM,KUCZYŃSKI,08-11-1992
OSTAP,ROBERT,KWIECIEŃ,09-03-1936
MICHAŁ,GABRIEL,MARKIN,30-08-1937
SEWERYN,ADAM,BRZOZOWSKI,21-07-1958
ALBERT,MICHAŁ,GURTOWSKI,24-05-1947
KAMIL,WIKTOR,SKOTNI,17-07-2007
VLADYSLAV,BERNARD,BAREJA,19-05-1942
ROBERT,MICHAŁ,JAGIELLO,18-09-1931
RAFAŁ,WŁADYSŁAW,CIOCH,13-05-1970
RADOSŁAW,STANISŁAW,MŁYNARCZYK,17-02-2013
MACIEJ,OSKAR,KAZUBSKI,07-09-1940
BRONISŁAW,JAKUB,WOCHAL,11-07-1978
KRZYSZTOF,WALDEMAR,OLEJKOWSKI,24-12-2014
KAROL,KRZYSZTOF,LORENCZYK,21-09-1935
ARTUR,ANDRZEJ,SOWA,09-03-1931
KONRAD,STEFAN,TUŚNIO,06-06-2013
DAMIAN,JÓZEF,CZARNECKI,18-12-1996
JAN,KRZYSZTOF,KAŁUŻNY,13-07-1934
PIOTR,ANDRZEJ,BELKA,20-09-2011
BARTOSZ,GRZEGORZ,ŁAPIŃSKI,31-03-1963
KRZYSZTOF,ALEKSANDER,LEE,27-11-1935
SZYMON,DANIEL,JAMBOR,31-03-1937
JAN,ZBIGNIEW,FILIP,31-07-1931
SZYMON,MARIUSZ,HÄHNEL,19-11-2017
JERZY,ROBERT,OKRASA,18-02-1973
MICHAŁ,SZCZEPAN,SZYMAŃSKI,10-02-2020
JERZY,JAKUB,STACHURSKI,02-11-1970
ZBIGNIEW,STEFAN,DYJAK,02-07-2001
STANISŁAW,SZCZEPAN,SIKORA,20-12-2023
PIOTR,JAROSŁAW,KAJKA,06-12-2004
JAN,PIOTR,BARSZCZEWSKI,09-05-1930
ARKADIUSZ,RYSZARD,KŁOSOWSKI,19-06-1961
SŁAWOMIR,JÓZEF,BURSKI,27-09-1941
PATRYK,DOMINIK,KAMINSKI,07-03-2002
ERYK,ARTUR,ROGIŃSKI,05-01-1934
GUVANCH,RAFAŁ,DUKIELSKI,09-07-2013
WOJCIECH,GRZEGORZ,JAROSZEK,10-09-1982
ALEXANDER,TOMASZ,CZUBA,30-05-1925
DAWID,MAREK,FILIPCHUK,04-03-1989
MYROSLAV,LECHOSŁAW,SZYMAŃSKI,11-03-2012
KONRAD,JAN,SKOBLEWSKI,20-06-2002
DOMINIK,GRZEGORZ,STOLAREK,04-11-1954
WITOLD,SŁAWOMIR,BIGAJ,16-06-2012
TOMASZ,KRZYSZTOF,DMOWSKI,16-02-1982
WALDEMAR,GRZEGORZ,ÇUHADAR,27-02-2006
ROBERT,FELIKS,CHWASTYK,30-06-1966
MATEUSZ,DAMIAN,KORZENIECKI,24-11-1988
LUKAS,TADEUSZ,KLEPACZ,28-04-1961
PAWEŁ,TOMASZ,KISIELEWICZ,19-09-1994
DARIUSZ,PIOTR,MATUSZEWSKI,06-04-1995
PIOTR,WILHELM,BODNARCHUK,18-04-1931
ŁUKASZ,PAWEŁ,MALAZDRA,23-11-1935
PIOTR,JACEK,KOPCIEWICZ,06-10-2003
DONYORBEK,RAFAŁ,KAROLCZAK,11-03-1997
FABIAN,ZBIGNIEW,MUCHA,28-04-1997
JONASZ,STANISŁAW,KARASIEWICZ,07-04-2011
KRZYSZTOF,WIKTOR,RADOMSKI,13-10-1937
STANISŁAW,ERYK,STĘPIEŃ,30-09-1948
MICHAŁ,MAXIMILIAN,BOCHENEK,29-01-1984
TOMASZ,MATEUSZ,JURECKI,13-05-1990
PIOTR,ALEKSANDER,TRZOS,08-06-1932
MARCIN,BARTŁOMIEJ,SUSKI,04-04-1961
MIROSŁAW,DOMINIK,PATER,21-04-1992
LECH,HENRYK,SHUMAVETS,26-09-1941
KSAWIER,WINCENTY,PAZ,11-10-2007
ARKADIUSZ,ANTONI,BALCERAK,03-11-1925
KRYSTIAN,PIOTR,WIERZBA,27-08-1997
PAWEŁ,RAFAŁ,GAWLIK,08-09-1931
MICHAŁ,ANDRZEJ,CHRÓŚCIŃSKI,10-01-1934
ADAM,BARTŁOMIEJ,GAŁKA,26-01-1973
MICHAŁ,JÓZEF,PUKAJCZYK,16-07-1939
MAREK,JACEK,FLADER,26-02-1980
WOJCIECH,TOMASZ,ELWERTOWSKI,25-08-1980
MICHAŁ,KRZYSZTOF,FEDOCZYŃSKI,01-05-2016
ERYK,WŁADYSŁAW,KOŁDYS,16-10-1933
PRZEMYSŁAW,STEFAN,FURS,16-09-1969
KACPER,NICHOLAS,MAZUR,05-10-1978
ADAM,ROMAN,CZAJCZYŃSKI,04-01-2015
DANIEL,ARTUR,KOSTRZEWA,20-06-1974
JANUSZ,SZYMON,KORCZ,15-04-2007
PRZEMYSŁAW,JAN,DOMAGAŁA,01-07-1968
REMIGIUSZ,MARIAN,WOŹNIAK,11-09-1981
OREST,KAJETAN,GĘBALSKI,31-10-1983
JAKUB,ALEKSANDER,LEŚNIARA,12-12-1952
KACPER,JERZY,KALATA,26-09-1955
KRZYSZTOF,JANUSZ,WOJTAS,12-06-1991
ZYGMUNT,KRZYSZTOF,ZIEMKOWSKI,25-03-2007
RYSZARD,MATEUSZ,PŁOWIK,19-10-2022
VASILI,MARCIN,DĄBROWSKI,10-08-1927
OLIVIER,STANISŁAW,SAŁBUT,15-03-1961
KAROL,JANUSZ,IBEK,24-10-1964
FRANCISZEK,PIOTR,ANTONENKO,15-04-1967
MARCIN,RYSZARD,BŁAUT,25-08-1946
FLORIAN,KRYSTIAN,SZPUNAR,06-12-1975
MAREK,MIROSŁAW,JACKIEWICZ,09-07-2012
GRZEGORZ,FRANCISZEK,NOWAK,23-08-1934
TARAS,MAREK,MAZUR,22-04-1928
MANFRED,JERZY,NOWAK,17-01-1988
DAVRONBEK,JAN,BOROWIK,27-04-1926
ALIAKSEI,WŁADYSŁAW,KLIMEK,16-01-2000
KRZYSZTOF,ROBERT,OPAS,23-05-2005
TOMASZ,DAMIAN,BYCZKOWSKI,14-03-1959
ROMAN,SEBASTIAN,DAROCH,23-12-1959
ADRIAN,MICHAŁ,BARTKOWSKI,21-10-1972
MARIUSZ,JAN,NOWAKOWSKI,21-08-1924
KACPER,FRANCISZEK,JACH,14-03-1946
KRZYSZTOF,ADAM,WILK,22-01-2004
ADAM,CZESŁAW,GRZYMEK,10-12-2014
MARIUSZ,JERZY,WĘSIERSKI,20-01-2012
KACPER,WŁADYSŁAW,MALEC,08-01-1943
ŁUKASZ,ANDRZEJ,SZUŚCIK,04-08-1932
PIOTR,BARTOSZ,SZCZOTKA,07-09-1973
MATEUSZ,WŁADYSŁAW,HUỲNH,23-04-2004
SZYMON,LECH,MACIŃSKI,27-01-1960
LUDWIK,ANDRZEJ,KIM,26-12-1986
JAN,ANTONI,WOLAK,12-12-2020
TYMON,PATRYK,CIEŚLA,13-01-1974
KRZYSZTOF,HUBERT,WOŹNIAK,20-06-1932
DOMINIK,JÓZEF,KOZŁOWSKI,15-05-1968
KRZYSZTOF,JERZY,SOBOTKA,26-12-1981
ANTONI,RYSZARD,YARCHUK,15-11-1980
IWAN,JAKUB,WROTKOWSKI,31-07-1990
ARKADIUSZ,ROBERT,CYDZIK,01-02-1984
ŁUKASZ,ANDRZEJ,GRUSZKA,17-02-1977
SZYMON,RYSZARD,AMBROZIAK,17-01-1975
RADOSŁAW,PAWEŁ,HAMPEL,02-07-2012
LESZEK,MARCIN,JABŁOŃSKI,20-02-1939
KAMIL,MIECZYSŁAW,ŚLĘZAK,14-12-2018
RAFAŁ,ROBERT,PONOMARENKO,24-05-1967
JAN,MAURYCY,RAMS,14-11-1929
NIKODEM,KRZYSZTOF,POCZĘTY,31-03-1934
MIECZYSŁAW,KONRAD,SZULC,26-10-1926
MAREK,PIOTR,WOJCIECHOWSKI,09-06-1992
PATRYK,FILIP,GUZIŃSKI,21-09-1938
MAKSYMILIAN,JACEK,JEHN-OLSZEWSKI,21-09-1958
DOMINIK,ROMAN,WASILEWSKI,29-09-1974
MIROSŁAW,SZCZEPAN,HORNICKI,24-04-1977
LESZEK,STANISŁAW,RYDZKOWSKI,11-10-1957
DARIUSZ,JÓZEF,JÓZEFCZUK,19-10-1996
PAWEŁ,TADEUSZ,BARAN,13-01-2024
DMYTRO,ADAM,LESZCZYŃSKI,08-02-1987
KRZYSZTOF,ANTONI,NAWROCKI,09-10-1930
ADAM,KAZIMIERZ,MAREK,11-06-1931
JAN,BENIAMIN,MARKIEWICZ,20-12-2016
BARTŁOMIEJ,WOJCIECH,PODGÓRSKI,11-09-1975
IGOR,JAN,BUTLIAR,31-07-2003
BRUNO,HENRYK,BOGDAŃSKI,31-03-1978
RADOSŁAW,GABRIEL,STACHNIK,17-02-2012
OLIWIER,SŁAWOMIR,JĘDRZEJCZAK,06-11-1957
JERZY,ŁUKASZ,KUTRYB,10-06-1967
JACEK,BARTOSZ,STĘPIEŃ,24-05-2023
TADEUSZ,WOJCIECH,HOROBA,25-01-1966
JAKUB,ZBIGNIEW,DUBIEL,23-10-2005
OSKAR,PIOTR,GRYC,23-06-1976
ANDRII,JÓZEF,WILK,10-03-1947
DAMIAN,JÓZEF,KALCHENKO,24-03-2005
ZBIGNIEW,TADEUSZ,KOŁODZIEJ,09-04-2002
TOMASZ,ARTUR,GODLEWSKI,07-10-2020
MARCIN,MICHAŁ,PASIEK,08-11-1977
ULADZIMIR,JERZY,DIAZ CASTRO,11-11-2017
BARTOSZ,PAWEŁ,ĆWIKLIŃSKI,30-09-2011
MARIUSZ,LUDWIK,KIEŁB,10-05-1931
BERDIA,TADEUSZ,KOŁODZIEJ,18-04-1927
TADEUSZ,JERZY,LUND,01-07-2012
KAMIL,DAMIAN,KRZYSKO,26-08-2019
ALIAKSANDR,PIOTR,LESKIIAN,19-01-1973
BOGDAN,JACEK,BODNAR,28-04-1976
TOBIASZ,MARCIN,PUCHALSKI,25-03-1998
DMYTRO,ALEXANDER,STARZYŃSKI,10-05-1951
EUGENIUSZ,DAMJIBHAI,SIENKIEWICZ,16-11-1960
PAVLO,DAMIAN,SKAWIŃSKI,12-02-1988
RAFAŁ,OSKAR,ŚWIDER,09-05-1994
WALDEMAR,PAWEŁ,GIEC,04-02-1970
MARIUSZ,STANISŁAW,JAŚKOWIAK,24-04-1934
ALFRED,ANTONI,BIELEŃ,05-12-1993
ANTONI,ZBIGNIEW,NIEDBALSKI,07-09-1993
TOMASZ,STANISŁAW,BIELECKI,25-11-2007
PIOTR,LUCJAN,TEIMURAZOV,01-11-1957
MAREK,JANUSZ,BARTKOWSKI,26-05-1969
MACIEJ,MICHAŁ,REGUŁA,16-12-1953
ARTSEM,PAWEŁ,TELUS,05-05-1995
JERZY,PAWEŁ,KAIM,08-09-1996
ANDRII,MARCIN,MOTYKA,12-11-1967
SERGII,JAN,MACIEJEWSKI,09-09-1951
MIKOŁAJ,ZDZISŁAW,WZOREK,03-02-1944
KRZYSZTOF,STANISŁAW,KWOLEK,14-09-2000
VIACHESLAV,JULIAN,KRUPECKI,13-06-1927
JAROSŁAW,BOGUSŁAW,HAJDUK,30-04-1931
BALAKRISHNA,PRZEMYSŁAW,ADAMUS,07-10-1943
BOGDAN,JACEK,STOKOWIECKI,07-11-1971
DOMINIK,MAREK,DANIEL,01-04-1993
FRANCISZEK,DAMIAN,DRZEWICKI,09-10-1959
MARIUSZ,JAN,KOWALCZYK,01-06-1926
ALLAN,BOLESŁAW,SKOWRONEK,05-12-2003
JERZY,KAROL,SZŁAPAK,24-06-2011
MIKOŁAJ,PIOTR,TUTRO,13-02-1988
PIOTR,JERZY,ANKOWSKI,10-03-1934
MICHAŁ,JAKUB,SENDA,20-12-1963
TADEUSZ,ANDRZEJ,ALDOKHIN,28-06-1931
DARIUSZ,MARIUSZ,ZAZULAK,04-06-1938
JULIAN,LEON,PAWSZAK,27-08-1981
MICHAŁ,PIOTR,WALIGÓRSKI,03-06-2014
GRZEGORZ,SYMEON,MAMRIKISHVILI,02-06-1996
JÓZEF,DAMIAN,MARTYNIUK,01-12-1993
ERYK,KRYSTIAN,JABKOWSKI,10-04-1991
IVAN,WAWRZYNIEC,MIERZWIŃSKI,28-02-1983
JUN SEOK,DAMIAN,LEŚNIAK,17-01-1945
NORBERT,ZBIGNIEW,PUGACH,13-02-1965
MICHAŁ,WALENTY,PROTOPOPOV,04-08-1984
HENRYK,ROBERT,NOWAK,10-03-2010
SEBASTIAN,JAN,KOPEĆ,12-01-1926
MIECZYSŁAW,PIOTR,FIEDOROWICZ,22-07-2007
DAMIAN,JAN,STEFAŃSKI,23-06-1929
PAWEŁ,RYSZARD,KORZENIEC,05-09-1948
YEVHEN,ROBERT,KACPERSKI,01-08-1969
IRENEUSZ,MARIAN,SAŁEK,16-08-1949
PIOTR,MARCIN,GOLAS,22-11-1951
JAKUB,ANDRZEJ,KŁOSOWSKI,08-12-2003
ŁUKASZ,FRANCISZEK,SOWAŁA,07-10-1958
BOGDAN,ANTONI,POWAŁOWSKI,15-02-1947
PIOTR,LUCAS,KOBIELA,25-07-1963
STANISŁAW,PIOTR,SZYMAŃSKI,27-10-1952
TOMASZ,EDWARD,KUKLIŃSKI,09-08-1930
JAKUB,WŁADYSŁAW,RYSZKIEWICZ,14-06-2007
DENYS,MICHAŁ,BEREZOWSKI,09-01-1986
PATRYK,WOJCIECH,KOSIOREK,06-04-1988
BOGDAN,MARIUSZ,ZDZIEBORSKI,15-11-1968
MARCIN,PIOTR,KLEMPERT,04-09-1963
BOGUSŁAW,JERZY,RUBAN,07-03-1977
MARIUSZ,IRENEUSZ,STANISŁAWCZYK,08-09-1942
MACIEJ,MARIAN,BRZĘCKI,27-05-1990
TOMASZ,ROMUALD,POŁEĆ,26-10-1940
TOMASZ,JAN,WŁODARCZYK,29-01-1926
DARIUSZ,TADEUSZ,PAWŁOWSKI,14-02-1936
EMILIAN,JAN,OWSIAN,21-04-1934
JAROSŁAW,BARTOSZ,ZHYLA,25-03-2001
GRZEGORZ,MARIAN,DROZD,13-06-1976
ZYGMUNT,ALEXANDER,NIEWDANA,01-02-1955
DARIUSZ,JAN,WYBULT,12-03-1961
WITOLD,TADEUSZ,SAWICKI,13-02-1973
JAKUB,WŁODZIMIERZ,GRUCA,17-08-1986
MARCIN,MARCIN,MILEWSKI,11-05-2021
VIKTOR,ZYGMUNT,GEMBICKI,03-08-2003
MAREK,FRANCISZEK,AMROZIEWICZ,03-07-2002
PRZEMYSŁAW,TOMASZ,PĘCAK,18-05-1974
MIROSŁAW,KAMIL,NOREK,02-09-2001
PIOTR,PATRYK,PETER,07-04-1934
PAWEŁ,STEFAN,ŻAK,11-12-2017
